continent,country_code,name,vendor,lifecycle_assigned,lifecycle_original,eol_status,eol_year,generation,tags,description,pros,cons,typical_customers,resource_url,discovery_query,recommended_terminals,cost_band,industry_fit,transport_schema_version,label_dictionary_version,primary_bearer,bearer_family,link_mode,network_type,bearers,control_interfaces,api_capable,hybrid,transport_confidence,transport_classification_source,transport_label_en,transport_label_zh,capability_labels_en,capability_labels_zh
asia_pacific,tw,Avaya IP Office R11-,Avaya,most_used_eol,most_used_eol,EOL,,ip_pbx,"ip_pbx, hybrid, fxs, sip",Legacy IP-PBX platform on older releases before subscription model,Was #1 SMB platform globally; rich features,EOL for older versions; Avaya bankruptcy restructuring; forced subscription upgrade,"TW and global SMB, hospitality chains",https://www.avaya.com/,,8-300 legacy extensions,Low capex sunk cost; high maintenance/migration risk,Healthcare; Hospitality; SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]","[""sip""]",false,true,derived,tag_rule,Hybrid transport,混合承載,"[""SIP""]","[""SIP""]"
asia_pacific,jp,NTT Cloud PBX,NTT Communications,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, sip",Enterprise cloud PBX with Japan's largest backbone,NTT reliability; Japan-wide coverage; bundled with IPsec VPN,Japanese-only support; long contracts; expensive,"Japanese enterprise, govt",https://www.ntt.com/business/services/voice.html,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
asia_pacific,jp,Asterisk on Sakura VPS,Open Source,mature_active,mature_active,,,ip_pbx,"ip_pbx, sip, open_source",Self-hosted Asterisk on Japan's popular VPS,Low cost; full control; popular with JP engineers,Self-managed; no Japanese-language support,"JP tech SMB, startups",https://www.asterisk.org/,,5-500 seats,Low license cost; medium engineering/ops cost,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
asia_pacific,jp,Panasonic KX-NS1000,Panasonic,most_used_current,most_used_current,,,ip_pbx,"ip_pbx, hybrid, fxs",Hybrid IP-PBX dominant in Japanese SMB market,Massive JP install base; analog backward compatibility,EOL transition; limited cloud features,"JP SMB, retail chains",https://connect.panasonic.com/,,8-300 legacy extensions,Medium: monthly per-seat subscription,SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]",[],false,true,derived,tag_rule,Hybrid transport,混合承載,[],[]
asia_pacific,jp,NEC SV7000,NEC,most_used_eol,most_used_eol,EOL,,tdm,"tdm, digital, fxs","Legacy digital PBX, some models EOL, parts discontinued",Was backbone of JP enterprise telephony,EOL; no IP upgrade path; security risk,"JP enterprise, hotels",https://www.nec.com/en/global/solutions/enterprise-communication/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Hospitality; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
asia_pacific,kr,KakaoWork Cloud PBX,Kakao,cutting_edge,cutting_edge,,,cloud,"cloud, api, webrtc",Cloud PBX integrated with KakaoTalk business platform,KakaoTalk integration; popular with KR SMB; easy mobile,KR-only market; Kakao platform dependency; limited SIP trunking,"KR SMB, startups",https://www.kakaowork.com/,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management""]","[""API 管理""]"
asia_pacific,kr,FreeSWITCH,Open Source,mature_active,mature_active,,,ip_pbx,"ip_pbx, sip, open_source, webrtc",High-performance open-source soft-switch,Carrier-grade scalability; WebRTC support; active community,Steep learning curve; complex configuration,"Telcos, contact centers, large enterprises",https://freeswitch.org/,,"500-50,000 seats/devices",Low license cost; medium engineering/ops cost,Contact center; Retail; Financial services; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
asia_pacific,kr,Ericsson-LG iPECS,Ericsson-LG,mature_active,most_used_current,,,ip_pbx,"ip_pbx, hybrid, sip, fxs",Hybrid IP communication system for KR market,Strong KR channel; LG brand; hybrid analog/IP,Proprietary handsets; limited API,"KR SMB, government",https://www.ericssonlg-enterprise.com/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Government; Education; SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]","[""sip""]",false,true,derived,tag_rule,Hybrid transport,混合承載,"[""SIP""]","[""SIP""]"
asia_pacific,kr,Samsung OfficeServ,Samsung,most_used_eol,most_used_eol,EOL,,tdm,"tdm, ip_pbx, hybrid, fxs","Legacy hybrid PBX, Samsung exited PBX market 2021",Was very popular in KR; large install base,Discontinued; no firmware; no parts,"KR SMB, schools, clinics",https://www.samsung.com/business/,,8-300 legacy extensions,Low capex sunk cost; high maintenance/migration risk,Healthcare; SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]",[],false,true,derived,tag_rule,Hybrid transport,混合承載,[],[]
asia_pacific,cn,Alibaba Cloud Call Center,Alibaba Cloud,cutting_edge,cutting_edge,,,cloud,"cloud, ai, api, webrtc",AI-powered cloud contact center with PBX capabilities,Alibaba ecosystem; AI integration; massive scale,China-only compliance; requires ICP license; Great Firewall,"CN enterprise, e-commerce",https://www.alibabacloud.com/product/cloud-call-center,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Contact center; Retail; Financial services; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api"",""relay""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management"",""Relay""]","[""API 管理"",""繼電器""]"
asia_pacific,cn,FreeSWITCH / FusionPBX,Open Source,mature_active,mature_active,,,ip_pbx,"ip_pbx, sip, open_source, webrtc",Widely deployed by CN integrators as white-label platforms,Highly customizable; white-label ready; CN community modified versions,GPL license complexities in CN; no official CN support,"CN SI, calling card operators",https://freeswitch.org/,,5-500 seats,Low license cost; medium engineering/ops cost,SMB; Enterprise; Systems integrators,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
asia_pacific,cn,Huawei eSpace U1900,Huawei,mature_active,most_used_current,,,ip_pbx,"ip_pbx, sip, enterprise",Enterprise IP-PBX platform dominant in CN market,Huawei ecosystem; CN #1 enterprise telephony; government contracts,US sanctions impact; limited international support; proprietary,"CN enterprise, government, SOEs",https://e.huawei.com/en/products/enterprise-networking/collaboration,,"500-50,000 seats/devices",Medium-High: per seat plus add-ons,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
asia_pacific,cn,ZTE ZXV10 P300,ZTE,most_used_eol,most_used_eol,EOL,,tdm,"tdm, hybrid, fxs, fxo","Legacy hybrid PBX, phased out as ZTE shifts to cloud",Widely deployed across CN SMB; low cost二手,EOL; no updates; security concerns,"CN SMB, county-level government",https://www.zte.com.cn/global/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Government; Education; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
asia_pacific,in,Knowlarity Cloud PBX,Knowlarity,cutting_edge,cutting_edge,,,cloud,"cloud, api, sms, voice",India's largest cloud telephony provider,India market leader; API-first; pay-per-use; local regulatory compliance,Limited outside India; voice quality varies by region,"IN SMB, e-commerce, real estate",https://www.knowlarity.com/,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api"",""messaging""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management"",""Messaging""]","[""API 管理"",""訊息傳遞""]"
asia_pacific,in,Exotel,Exotel,cutting_edge,mature_active,,,cloud,"cloud, api, cpaas",Cloud communication platform for Indian enterprises,Strong IN compliance (TRAI); virtual numbers; developer-friendly,India-only focus; pricing per call; limited UC features,"IN enterprise, fintech, healthcare",https://exotel.com/,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Healthcare; Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management""]","[""API 管理""]"
asia_pacific,in,Matrix SETU,Matrix,mature_active,most_used_current,,,ip_pbx,"ip_pbx, hybrid, fxs, fxo",Indian-made hybrid PBX systems widely deployed,Manufactured in India; affordable; rugged; local support,Limited cloud features; basic VoIP; no API,"IN SMB, rural offices, manufacturing",https://www.matrixcomsec.com/,,8-300 legacy extensions,Medium: monthly per-seat subscription,SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]",[],false,true,derived,tag_rule,Hybrid transport,混合承載,[],[]
asia_pacific,in,Panasonic KX-TA series,Panasonic,most_used_eol,most_used_eol,EOL,,tdm,"tdm, analog, fxs, fxo",Older analog PBX still operational across India,Indestructible hardware; very low power; extensive二手 market,No VoIP; no security; no expansion; EOL decades ago,"IN SMB, rural India, government sub-offices",https://connect.panasonic.com/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Government; Education; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
asia_pacific,sg,RingCentral Singapore,RingCentral,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, api, webrtc",Full UCaaS with local SG PSTN and data center,Local DC; SingTel partnership; strong SEA presence,Premium pricing; overkill for very small teams,"SG SME 10-200 seats, MNC regional HQs",https://www.ringcentral.com/office/features/business-phone-system/overview.html,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management""]","[""API 管理""]"
asia_pacific,sg,SingTel Cloud PBX,SingTel,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",Singapore's,SingTel QoS; local support; bundling with fiber,Long contract term; limited advanced features,"SG SME, government agencies",https://www.singtel.com/business,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
asia_pacific,au,Whispir,Whispir,cutting_edge,cutting_edge,,,cloud,"cloud, api, sms, voice",Australian cloud communications platform with PBX capabilities,ASX-listed; compliance-focused; strong AU support,AU/NZ focus; pricing per interaction,"AU enterprise, government, emergency services",https://www.whispir.com/,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Government; Education; Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api"",""messaging""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management"",""Messaging""]","[""API 管理"",""訊息傳遞""]"
asia_pacific,au,Telstra Cloud PBX,Telstra,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",Australia's,Telstra network; AU-wide coverage; 24/7 support,Telstra lock-in; expensive; slow feature rollout,"AU SME, enterprise, government",https://www.telstra.com.au/business-enterprise/products/voice-collaboration,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
asia_pacific,id,Panasonic KX-TES series,Panasonic,most_used_eol,most_used_eol,EOL,,tdm,"tdm, analog, fxs",Analog PBX widely distributed across Indonesian archipelago,Available in every Indonesian city; cheap; easy maintenance,EOL; no VoIP; poor voice quality over long-distance印尼内线,"ID SMB, hotels, schools in islands outside Java",https://connect.panasonic.com/,,8-300 legacy extensions,Low capex sunk cost; high maintenance/migration risk,Hospitality; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
europe,gb,Gamma Horizon,Gamma Communications,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, api, webrtc",UK's leading UCaaS platform with CPaaS capabilities,UK #1; Ofcom-compliant; full SIP/API; strong channel,UK-only focus; pricing per user; limited global presence,UK SME 5-500 seats,https://www.gamma.co.uk/products/horizon/,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management""]","[""API 管理""]"
europe,gb,Teams Phone (Direct Routing),Microsoft,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, api, webrtc, ai",Microsoft Teams native telephony via Direct Routing,Teams integration at scale; meeting+phone one pane; AI features,Requires E5 or add-on license; SBC complexity; PSTN cost,"Enterprise with M365 E5, 100+ users",https://www.microsoft.com/en-us/microsoft-teams/microsoft-teams-phone,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management""]","[""API 管理""]"
europe,gb,3CX,3CX,mature_active,mature_active,,,ip_pbx,"ip_pbx, sip, cloud, windows",Market-leading software PBX in the UK,UK-based company; excellent SIP trunking; free for up to 10 users,Annual pricing model shift (v20); no analog without gateway,UK SME 5-500 seats,https://www.3cx.com/,,"10-2,000 seats",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,gb,BT Cloud Voice,BT Group,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",UK's incumbent telco cloud voice platform,BT brand trust; UK-wide reach; PSTN migration pathway,BT bureaucracy; long contracts; limited API,"UK enterprise, public sector, multi-site",https://business.bt.com/products/voice/cloud-voice/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,gb,BT Business Phone System (CS3500),BT (formerly Siemens),most_used_eol,most_used_eol,EOL,,tdm,"tdm, digital, fxs","Legacy digital PBX, PSTN switch-off forced retirement",Was UK's most deployed PBX; well-understood by engineers,BT PSTN switch-off Jan 2027; forced migration; no modern features,"UK enterprise, government, any organization still on ISDN",https://business.bt.com/products/voice/cloud-voice/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Government; Education; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
europe,de,Teamphone (Telekom),Deutsche Telekom,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, api",DT's cloud PBX for German SME with Teams integration,Telekom network; GDPR-compliant; German support,German language only; DT lock-in; slower innovation,"German SME, Mittelstand",https://geschaeftskunden.telekom.de/internet-dsl/tarife/companyflex,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management""]","[""API 管理""]"
europe,de,Starface,Starface,mature_active,mature_active,,,ip_pbx,"ip_pbx, sip, linux",German SIP-PBX platform popular in DACH region,German engineering; modular; strong DACH channel,Limited outside DACH; proprietary hardware option,DACH SME 10-250 seats,https://www.starface.com/en/,,5-500 seats,Medium: monthly per-seat subscription,SMB; Enterprise; Systems integrators,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,de,Auerswald VM series,Auerswald,mature_active,most_used_current,,,ip_pbx,"ip_pbx, hybrid, fxs, fxo","German hybrid PBX, widely used in Mittelstand",German quality; analog + VoIP; Made in Germany,Expensive; limited cloud features; regional focus,"German SMB, manufacturing, craft businesses",https://www.auerswald.de/en/,,8-300 legacy extensions,Medium: monthly per-seat subscription,SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]",[],false,true,derived,tag_rule,Hybrid transport,混合承載,[],[]
europe,de,Siemens HiPath 3000/4000,Siemens/Unify,most_used_eol,most_used_eol,EOL,,tdm,"tdm, ip_pbx, digital, fxs","Legacy enterprise PBX, EOS announced by Atos/Unify",Was Germany's enterprise standard; huge install base,EOS; no patches; forced migration; complex decommissioning,"German enterprise, hospitals, government",https://unify.com/en/solutions,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Healthcare; Government; Education; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]",[],false,true,derived,tag_rule,Hybrid transport,混合承載,[],[]
europe,fr,Poly (formerly Polycom) on Teams,HP/Poly,cutting_edge,cutting_edge,,,cloud,"cloud, webrtc, enterprise",Teams-certified devices for French enterprise telephony,Premium hardware; Teams certified; Microsoft ecosystem,Expensive hardware; Poly/HP transition uncertainty,"French enterprise, meeting rooms",https://www.hp.com/us-en/poly.html,,"500-50,000 seats/devices",Medium-High: per seat plus add-ons,IoT; Utilities; Logistics; Manufacturing; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]",[],false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,[],[]
europe,fr,Orange Business Cloud PBX,Orange,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",France's,Orange network; France-wide; full support,Orange lock-in; expensive; limited API,"French enterprise, public sector",https://www.orange-business.com/en/solutions/communication-and-collaboration,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,fr,Alcatel-Lucent OmniPCX Office,Alcatel-Lucent (now Nokia),most_used_eol,most_used_eol,EOL,,ip_pbx,"ip_pbx, digital, fxs","Legacy IP-PBX, no longer actively developed",Was French enterprise standard; reliable TDM/IP hybrid,EOL; Nokia no longer invests; security risk; skilled engineers retiring,"French enterprise, government, hotels",https://www.al-enterprise.com/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Government; Education; Hospitality; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]",[],false,true,derived,tag_rule,Hybrid transport,混合承載,[],[]
europe,se,Telavox,Telavox,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, api",Nordic cloud communications platform with UCaaS/CPaaS,Nordic market leader; API-first; strong compliance,Nordic focus; limited outside Scandinavia,"Nordic SME, enterprise",https://telavox.com/,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management""]","[""API 管理""]"
